address,protocol,score
0x7e3d9629a1769d88a07d5ba939c8d4486573af35,coven.hodl,57
0xbd8c79740bf625f5054e86a2ce4e73879382f923,coven.hodl,92
0xc47000de7fb7be6a24027563d3aae32e6466423f,coven.hodl,93
0xf876102fc0bfe1a83575aebe5df90013e60f7100,coven.hodl,86
0x280254cef2bd3072ce9401e680a16598e7bd2aef,coven.hodl,91
0xa37c46cf1524049eead0532c005203a3429437bd,coven.hodl,101
0xbb46360a467da8b1c548a28c77dab44758ab471c,coven.hodl,56
0x2a23c979d48ed4f5fa2a3e6bbf35e1b2d6502b7b,coven.hodl,58
0xa6a1ffa419a874faecb583699dd2e05a9539165f,coven.hodl,75
0xac04fa6c41580f24687cce310ea9529e87237658,coven.hodl,56
0x17cd072cbd45031efc21da538c783e0ed3b25dcc,coven.hodl,95
0x7bdcf3ebf7089456b074e3893c6419e2fb0f75a5,coven.hodl,55
0x30edec1c25218f5a748cccc54c562d7879e47caa,coven.hodl,48
0xa64661b344b7341b65d3650114daaa461b291925,coven.hodl,93
0x551cddf9605cfb5d919ef610474d863addc2768a,coven.hodl,87
0xf93045917cf9ff9eccb2ebee591501a6381afdef,coven.hodl,86
0x50ea3292995084b89d5c1a129ab65ccbbe936ee4,coven.hodl,94
0x5bf4be9de72713bfe39a30ebe0691afd5fb7413a,coven.hodl,94
0x4ebc3c50af41812637d5606250bfca57cfc8b7b9,coven.hodl,56
0x3b522bfd5b93b08c3cb28d69612df54711f491ff,coven.hodl,49
0xef9e0c1c250a1f1f35a5f7e8cf33f03965b8fc07,coven.hodl,86
0x7499a87a305231d5835dc32bd5e68ac4dc0dea25,coven.hodl,79
0xc69bcc156740ee8d4b0bd9fe4aca3e6d2a7ad93a,coven.hodl,101
0x6744a9c6e3a9b8f7243ace5b20d51a500fcd0353,coven.hodl,54
0x014a7b167de3ad2cf14f3029fd8713d2fff70012,coven.hodl,60
0x3f9ae813add9a52268b2c7e3f72484fda8735173,coven.hodl,55
0xe8737e5cdb9c56cfc32eea45539f48fa974be46d,coven.hodl,82
0x2e21f5d32841cf8c7da805185a041400bf15f21a,coven.hodl,59
